state,source_type,source_url,title,identifier,chapter,status,last_seen_date,summary_snippet,keywords_matched,confidence,notes,airtable_category,content_hash,session,match_reason,match_terms
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.016,,Wash. Rev. Code § 43.185A.016,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.016 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,927b88263d8303b4708cd9ffe5dcbc133701844b9926af20e7d58f03ec80aeda,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.017,,Wash. Rev. Code § 43.185A.017,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.017 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,3ef33b9d1473f3c4cebfc7f07ecb1df9f11b9e985d18c1b7d7b8040ca5168004,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.018,,Wash. Rev. Code § 43.185A.018,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.018 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,1fea8cd615f067354d434a65338210574fb51fd1764a27fe6a1913bbc33e5f73,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.019,,Wash. Rev. Code § 43.185A.019,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.019 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,eb9dc49a5a8ed518ae6b78c267f781208e5cc7bc9558c12d67af00b3823464f1,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.020,RCW 43.185A.020: Affordable housing program—Purpose—Input.,Wash. Rev. Code § 43.185A.020,43.185A,Unknown,2026-04-01,rcw 43.185a.020: affordable housing program—purpose—input. print rcws > title 43 > chapter 43.185a > section 43.185a.020 43.185a.010 << 43.185a.020 >> 43.185a.040 pdf rcw 43.185a.020 affordable housing program — purpose — input. the affordable housing program is created in the department for the pur,community land trust,Low,,Affordability Covenants,3a0a54b993ccb51331f1bbc1e6a6de7832632039ad599d54a72309c6b6f1b32f,,state_fallback_wa:affordable housing,affordable housing
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.021,,Wash. Rev. Code § 43.185A.021,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.021 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,ccbf57bdec60ba2c26918dea0d4f6eb76a0aa983c0d698042a34986249cbb482,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.022,,Wash. Rev. Code § 43.185A.022,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.022 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,b498dbeb33cfd9ce8b12cb90138454790e8eebe4d30b6a0ad7324e58dee1e908,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.023,,Wash. Rev. Code § 43.185A.023,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.023 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,1310e8934b2ebaf5e2fd924b3120504c293885d0f2bc3adaa18b34e2bdeb93d6,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.024,,Wash. Rev. Code § 43.185A.024,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.024 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,8bb38faa07b2b9d48d6c9c6d8fddc2bfeddd35044c69036ef692bb9451f46214,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.025,,Wash. Rev. Code § 43.185A.025,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.025 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,e638a328d48a680390eca48702abb4ccafc3a9e844703a768c4b2f5e340f463f,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.026,,Wash. Rev. Code § 43.185A.026,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.026 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,f67379c23ca4e3f03c23ca91485a66f6b099149e2118e083e35b4e0fac097e10,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.027,,Wash. Rev. Code § 43.185A.027,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.027 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,fa2dccd33fb577b27abfb24bb5e082a16db389c2b0d1fb87c16cffa0e73b90b4,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.028,,Wash. Rev. Code § 43.185A.028,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.028 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,2f12f8cebfb0d62f066af866a4bb349cf5837ee9e5c9364a6a38fee856cd0d8d,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.029,,Wash. Rev. Code § 43.185A.029,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.029 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,d3b236f4f2f333dc3997f2eef68f933df9ea0e350bfbb144e35c3482decd263a,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.030,Chapter 43.185A.030 RCW Dispositions: AFFORDABLE HOUSING PROGRAM,Wash. Rev. Code § 43.185A.030,43.185A,Unknown,2026-04-01,chapter 43.185a.030 rcw dispositions: affordable housing program print rcws > dispositions > title 43 > chapter 43.185a chapter 43.185a.030 rcw dispositions affordable housing program sections 43.185a.030 activities eligible for assistance. [2013 c 145 § 5; 2011 1st sp.s. c 50 § 954. prior: 2005 c 5,community land trust,Low,,Affordability Covenants,d4291d7f09c25009b6e595fc085187d803eb0644fe72af0e9d93c030269aa8d4,,state_fallback_wa:affordable housing,affordable housing
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.031,,Wash. Rev. Code § 43.185A.031,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.031 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,56d0531c16e8c6295706d4ad3f2ac7c460fc6626aac8b46e67a2c3f81eb8a7fe,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.032,,Wash. Rev. Code § 43.185A.032,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.032 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,ad27e4b6459ea0dadf8ecb7fc6d11880f3234d7f53f4a02994ec5e9131b34dfd,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.033,,Wash. Rev. Code § 43.185A.033,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.033 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,2bccf19c026ca429eacac2394e6e3ca48f9ff28405aa99035de3c74615eba091,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.034,,Wash. Rev. Code § 43.185A.034,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.034 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,a3c4d17475502794aa80e1d9998d2a4da6814603ba2cfe3f97acdec9c8ff92ad,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.035,,Wash. Rev. Code § 43.185A.035,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.035 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,e4f894b3b8a679c0b2d621f18b1178bfe68d72bacff1a5008df165f87064c0c7,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.036,,Wash. Rev. Code § 43.185A.036,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.036 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,8487769a7c8b5c08c9756c5cbf768ca11183da47036b9853f8936aa5fcbb55d1,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.037,,Wash. Rev. Code § 43.185A.037,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.037 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,f29ce120507f0fa96361b8b292450ca1d2327d971e91ad47fd1e149f7616f013,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.038,,Wash. Rev. Code § 43.185A.038,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.038 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,d2b5c424ea115563f42bcabce9b953a8b252aee4174bd8a445544a818ff656b6,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.039,,Wash. Rev. Code § 43.185A.039,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.039 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,455d8ab88716f103747f0a361467fd89917ffaa661a69467d63e4336b1162f55,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.040,RCW 43.185A.040: Eligible organizations.,Wash. Rev. Code § 43.185A.040,43.185A,Unknown,2026-04-01,"rcw 43.185a.040: eligible organizations. print rcws > title 43 > chapter 43.185a > section 43.185a.040 43.185a.020 << 43.185a.040 >> 43.185a.060 pdf rcw 43.185a.040 eligible organizations. organizations that may receive assistance from the department under this chapter are local governments, local h",community land trust,Low,,Definition of CLT,a8eacf008ea6bee5eb5844020746315082cf8816cebfc36b66b351d398c1af11,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.041,,Wash. Rev. Code § 43.185A.041,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.041 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,de09aa90718a7a6c8aa2caf3910e867f5b7a47c0a5445d3fa2a71e578110e138,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.042,,Wash. Rev. Code § 43.185A.042,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.042 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,f11fd09efdcd805073380b772709a8b3d074a11734f7752cf971243149069f48,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.043,,Wash. Rev. Code § 43.185A.043,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.043 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,9ad42edffd366c3752ed9b1262a33275fd6347ebabe53945cb90d188c1f2b0eb,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.044,,Wash. Rev. Code § 43.185A.044,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.044 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,dbf5ec368f34b3bc66d1f84b2b105956a9eadb543c155141431b600123fb89f8,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.045,,Wash. Rev. Code § 43.185A.045,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.045 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,0013172619d13cd9f9575294d51463ed82a3d1b23387dba5bcd6869bd56cb3d0,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.046,,Wash. Rev. Code § 43.185A.046,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.046 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,a930a03edd11ad6f648cc7747c5ed9bb06be28313de831d1d56227dbfb894897,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.047,,Wash. Rev. Code § 43.185A.047,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.047 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,84e2e141dda1d14b0d805bec19e9660b2ac35c3471b92e2c10ba6ecb99201a2a,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.048,,Wash. Rev. Code § 43.185A.048,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.048 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,ae34b7699f3f09db25498469e58af15d9000a411ee5367403a41e3eaccdc6115,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.049,,Wash. Rev. Code § 43.185A.049,43.185A,Unknown,2026-04-01,"print rcws > title 43 > chapter 43.185a > section 43.185a.049 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,a50d1af220f6de44644416336518f0a1c2bfa11c00f9e418e0def0ed96caeb23,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=43.185A.050,Chapter 43.185A.050 RCW Dispositions: AFFORDABLE HOUSING PROGRAM,Wash. Rev. Code § 43.185A.050,43.185A,Unknown,2026-04-01,chapter 43.185a.050 rcw dispositions: affordable housing program print rcws > dispositions > title 43 > chapter 43.185a chapter 43.185a.050 rcw dispositions affordable housing program sections 43.185a.030 activities eligible for assistance. [2013 c 145 § 5; 2011 1st sp.s. c 50 § 954. prior: 2005 c 5,community land trust,Low,,Affordability Covenants,27c55a79c893dbaf79c1cfdb044b00a490ad5a736f24f846eb3ede55dcfe0e1d,,state_fallback_wa:affordable housing,affordable housing
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.001,,Wash. Rev. Code § 84.14.001,84.14,Unknown,2026-04-01,"print rcws > title 84 > chapter 84.14 > section 84.14.001 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,09c3057b882471edb412cbd0586b3b178e88aeac0f2c44e8f09677a5162f9be4,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.002,,Wash. Rev. Code § 84.14.002,84.14,Unknown,2026-04-01,"print rcws > title 84 > chapter 84.14 > section 84.14.002 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,06d49a664383745f07a22e0952ab439c5d3871398da1bd5565827632e60197d5,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.003,,Wash. Rev. Code § 84.14.003,84.14,Unknown,2026-04-01,"print rcws > title 84 > chapter 84.14 > section 84.14.003 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,8cac3a5685ea519c84c141b0866ea97e13652971ddc4766b182c88c617405a7f,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.004,,Wash. Rev. Code § 84.14.004,84.14,Unknown,2026-04-01,"print rcws > title 84 > chapter 84.14 > section 84.14.004 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,ec7a761155a96b82f88539e51771e4c928bf6012fbe5fca0399fce768aed6845,,,
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.005,RCW 84.14.005: Findings—Intent.,Wash. Rev. Code § 84.14.005,84.14,Unknown,2026-04-01,rcw 84.14.005: findings—intent. print rcws > title 84 > chapter 84.14 > section 84.14.005 beginning of chapter << 84.14.005 >> 84.14.007 pdf rcw 84.14.005 findings — intent. (1) the legislature finds: (a) that in many of washington's urban centers there is insufficient availability of desirable and ,community land trust,Low,,Definition of CLT,28e1b3e07e700f70a5a102506ed2212c9381edab137ca723ab973157a29a092e,,state_fallback_wa:affordable housing,affordable housing; permanently affordable
WA,code site,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.006,,Wash. Rev. Code § 84.14.006,84.14,Unknown,2026-04-01,"print rcws > title 84 > chapter 84.14 > section 84.14.006 the citation you requested cannot be found. please verify that you have a valid rcw citation and try again or look in the rcw dispositions for rcw sections that have been repealed, expired, decodified, or recodified.",community land trust,Low,,Definition of CLT,551ce7a4ded2fe41a27a12ebaab7f35ef9c2fe4ab942fa1d63052f1e3a9ef96b,,,
